Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp","Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.","The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.","There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.","To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b","A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,Gender,Age,Major US Region,Device,Household Income
114652450047,432212071,07/25/2024 05:21:17 PM,07/25/2024 05:22:43 PM,,,,,8b06aac3e7cc1fb1fc4aec61ad,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,3,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,4,,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,18_to_29,east_south_central,ios_mobile,100000_to_124999
114652443648,432212071,07/25/2024 05:12:31 PM,07/25/2024 05:12:52 PM,,,,,dc5b323dc6c1d3052ba42b026f,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,3,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,2,,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,3,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,3,,,male,18_to_29,south_atlantic,ios_mobile,10000_to_24999
114652438858,432212071,07/25/2024 05:05:06 PM,07/25/2024 05:05:41 PM,,,,,95fca8cc122a4e9ef93ea78a2b,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,1,,,,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",1,,,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,3,,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,4,,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",1,,,,,male,18_to_29,pacific,android_mobile,75000_to_99999
114652433848,432212071,07/25/2024 04:57:28 PM,07/25/2024 04:57:51 PM,,,,,719b84251046b5278de5585a2d,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,middle_atlantic,android_mobile,125000_to_149999
114652433834,432212071,07/25/2024 12:25:01 AM,07/25/2024 04:57:50 PM,,,,,a06ef62ceab519c8f5d2b3b6c3,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,4,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,2,,,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,2,,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,female,60_above,east_north_central,ios_mobile,10000_to_24999
114652432325,432212071,07/25/2024 04:55:21 PM,07/25/2024 04:55:39 PM,,,,,88624a6cdc0a4d14767497ae62,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,30_to_44,middle_atlantic,android_mobile,75000_to_99999
114652425343,432212071,07/25/2024 04:43:41 PM,07/25/2024 04:45:29 PM,,,,,81f39d21a604ca5786f8bef1d1,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,4,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,45_to_60,mountain,android_mobile,50000_to_74999
114652424899,432212071,07/25/2024 04:44:32 PM,07/25/2024 04:44:48 PM,,,,,5f89a8d400c39c1c2dadb6a3b0,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,,5,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,45_to_60,pacific,android_mobile,125000_to_149999
114652423228,432212071,07/25/2024 04:41:40 PM,07/25/2024 04:42:20 PM,,,,,879b3b208e79e5c263aaea7c7e,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,pacific,android_mobile,75000_to_99999
114652416536,432212071,07/25/2024 04:32:36 PM,07/25/2024 04:32:52 PM,,,,,ce4f562afb9dce44b1823a7af3,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,,5,female,30_to_44,,android_mobile,175000_to_199999
114652404002,432212071,07/25/2024 04:16:05 PM,07/25/2024 04:16:20 PM,,,,,b12837655399b1238fc9b2d9c4,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,4,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,3,,,female,30_to_44,east_north_central,android_mobile,75000_to_99999
